text-small,attach-card href,f-m-20,f-m-20 2,d-iblock href,d-iblock,d-iblock href 2,d-iblock 2,d-iblock href 3,d-iblock 3,d-iblock href 4,d-iblock 4,d-iblock href 5,d-iblock 5
"28 Okt 2025
					16:39:47",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/35a189a6c8_de69c922eb.pdf,Kode Efek Waran Terstruktur PT Korea Investment and Sekuritas Indonesia (BQ) [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4c3c3d824e_7fc2f08bdd.pdf,20251028_Pengumuman Bursa_31980137_lamp1.pdf,,,,,,,,
"28 Okt 2025
					16:40:48",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fbd17f7d8a_0a5419b348.pdf,Kode Efek Waran Terstruktur PT Korea Investment and Sekuritas Indonesia (BQ) [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/df152f6b95_d95fc5374d.pdf,20251028_Pengumuman Bursa_31980135_lamp1.pdf,,,,,,,,
"28 Okt 2025
					16:41:11",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f5184816af_be3f0367df.pdf,Kode Efek Waran Terstruktur PT KGI Sekuritas Indonesia (HD) [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a5b51f318d_463f97a0b7.pdf,20251028_Pengumuman Bursa_31980131_lamp1.pdf,,,,,,,,
"28 Okt 2025
					17:12:33",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0823286085_678b8f1aae.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"28 Okt 2025
					17:13:04",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1947b16176_676821751e.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"29 Okt 2025
					16:29:16",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d49a158c39_1d4cb302db.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"29 Okt 2025
					16:29:32",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/bb08b2028f_73eda62633.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"30 Okt 2025
					09:31:29",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0a83959ff0_ca491b9280.pdf,Penghentian Sementara Perdagangan Efek atas Sanksi Penyampaian Laporan Keuangan Interim per 30 Juni 2025  [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3024f2b21c_e85a6f670b.pdf,20251030_Pengumuman Bursa_31980650_lamp1.pdf,,,,,,,,
"30 Okt 2025
					15:32:16",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/668920140a_38b6b0e8e8.pdf,Penghentian Sementara Perdagangan Efek [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fed47be7bc_96225a718f.pdf,20251030_Suspensi dan Pembukaan Suspensi_31980658_lamp1.pdf,,,,,,,,
"30 Okt 2025
					17:32:20",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ddd887f34f_ab5d7cc2e1.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"30 Okt 2025
					17:34:33",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/daeda4044c_21cebd91ed.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"30 Okt 2025
					17:35:27",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/13fb47f3f3_cbad210201.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"31 Okt 2025
					12:44:37",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5117525881_40d5486304.pdf,Penghentian Sementara Perdagangan Efek atas Sanksi Pemenuhan Saham Free Float per 30 September 2025 [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8c29d69c5b_37ad2a944b.pdf,20251031_Pengumuman Bursa_31981009_lamp1.pdf,,,,,,,,
"31 Okt 2025
					14:10:24",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b47df24a48_0e1c8ce4b9.pdf,Penghentian Sementara Perdagangan Efek [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4a50b93a3c_1ca52e23f6.pdf,20251031_Suspensi dan Pembukaan Suspensi_31981048_lamp1.pdf,,,,,,,,
"31 Okt 2025
					18:44:12",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/04055e96ef_a4b83f61b3.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
