text-small,attach-card href,f-m-20,f-m-20 2,d-iblock href,d-iblock,d-iblock href 2,d-iblock 2,d-iblock href 3,d-iblock 3,d-iblock href 4,d-iblock 4,d-iblock href 5,d-iblock 5
"31 Okt 2025
					17:39:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/52905ddaeb_ae498518fa.pdf,Siaran Pers - Laporan Keuangan 9M2025 (Tidak diaudit) PT Mitra Adiperkasa Tbk [],MAPI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/da551ede18_15c2b3d85a.pdf,20251031_MAPI_Laporan Informasi dan Fakta Material_31981105_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fcd0403f48_f82574fc6c.pdf,20251031_MAPI_Laporan Informasi dan Fakta Material_31981105_lamp1.pdf,,,,,,
"02 Okt 2025
					10:14:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4b1fbc32db_88bbb3ede9.pdf,Transaksi Afiliasi Perjanjian Pinjaman Pemegang Saham antara MIN dan ZHN [],MBMA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/da7e3a155a_7be7b10f31.pdf,20251001_MBMA_Laporan Informasi dan Fakta Material_31953646_lamp1.pdf,,,,,,,,
"02 Okt 2025
					13:21:01",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fed618bf40_fa80720cd4.pdf,Perubahan Internal Audit [],MBMA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/221633ab6c_ad2a6788d7.pdf,20250801_MBMA_Perubahan Corsec Komite Audit Alamat NPWP Internal Audit_31929244_lamp1.pdf,,,,,,,,
"10 Okt 2025
					15:41:17",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/bff53edca7_bb5781558b.pdf,Laporan Bulanan Aktivitas Eksplorasi [],MBMA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c0020a81da_659bbcc11a.pdf,20251007_MBMA_Laporan Bulanan Aktivitas Eksplorasi_31965075_lamp1.pdf,,,,,,,,
"10 Okt 2025
					15:43:30",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8d5a96d30e_212aad8798.pdf,Laporan Bulanan Registrasi Pemegang Efek [],MBMA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/338e80538c_34faa7df96.pdf,20251007_MBMA_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965123_lamp4.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/34233e3c17_108b240199.pdf,20251007_MBMA_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965123_lamp1.pdf,,,,,,
"14 Okt 2025
					18:05:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ef3e86950e_630fe44a22.pdf,Jatuh Tempo Obligasi / Sukuk Korporasi [],MBMA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6e2a4e8791_24c9ab9047.pdf,20251014_MBMA_Pengumuman Jatuh Tempo Obligasi dan Sukuk_31967342_lamp1.pdf,,,,,,,,
"15 Okt 2025
					14:09:58",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/aead79a736_f6550e7c71.pdf,Pembelian kembali atau pembayaran Efek Bersifat Utang dan/atau Sukuk [],MBMA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/17157def54_eeaff22e5c.pdf,20251015_MBMA_Laporan Informasi dan Fakta Material_31967486_lamp1.pdf,,,,,,,,
"20 Okt 2025
					14:10:39",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/02254eff92_68cca1bb5b.pdf,Rencana Penyampaian Laporan Keuangan Kuartal III 2025 Diaudit [],MBMA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/49f0199b44_ec88878488.pdf,20251020_MBMA_Rencana Penyampaian Laporan Keuangan_31978405_lamp1.pdf,,,,,,,,
"02 Okt 2025
					18:24:20",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c7f9bf2f93_a3a89cf3de.pdf,"Transaksi Afiliasi Perjanjian Penyediaan Jasa yang dibuat oleh dan antara MTS, dengan, masing-masing, PETS, GSM, dan PIN []",MDKA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3ff39aa0aa_dd91f00063.pdf,20251002_MDKA_Laporan Informasi dan Fakta Material_31953884_lamp1.pdf,,,,,,,,
"10 Okt 2025
					10:04:37",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/40ce92f2a6_932b2aa700.pdf,Laporan Bulanan Aktivitas Eksplorasi [],MDKA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c79b98c985_0917ef1e3a.pdf,20251009_MDKA_Laporan Bulanan Aktivitas Eksplorasi_31966092_lamp1.pdf,,,,,,,,
"10 Okt 2025
					17:02:45",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ffa09b999a_41baf085bf.pdf,Laporan Bulanan Registrasi Pemegang Efek [],MDKA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/655cffcca1_fdde2791b7.pdf,20251006_MDKA_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31964537_lamp3.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7454a3627b_0d024c098a.pdf,20251006_MDKA_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31964537_lamp2.pdf,,,,,,
"15 Okt 2025
					17:07:02",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/bc609bd0e8_99120c4ccb.pdf,Laporan Hasil Pemeringkatan Pemeringkatan Tahunan [],MDKA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1fa1cb3416_29c3c53038.pdf,20250903_MDKA_Laporan Hasil Pemeringkatan_31937172_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/24731aa8aa_b575f01d1a.pdf,20250903_MDKA_Laporan Hasil Pemeringkatan_31937172_lamp1.pdf,,,,,,
"29 Okt 2025
					16:24:21",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6f5db9f041_db67c63490.pdf,Rencana Penyampaian Laporan Keuangan Kuartal III 2025 Diaudit [],MDKA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c95fcc9bfa_babc4fd9f0.pdf,20251029_MDKA_Rencana Penyampaian Laporan Keuangan_31980526_lamp1.pdf,,,,,,,,
"07 Okt 2025
					16:16:48",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e66f55ef51_6fa5916849.pdf,Laporan Bulanan Registrasi Pemegang Efek [],MEDC,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/68fa1917b9_ca520dd90d.pdf,20251007_MEDC_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965459_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/83b800c766_7bb4260e6f.pdf,20251007_MEDC_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965459_lamp2.pdf,,,,,,
"10 Okt 2025
					16:25:14",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7b85638ac8_597df81367.pdf,Laporan Bulanan Aktivitas Eksplorasi [],MEDC,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/22e475f07b_241b4d93a2.pdf,20251010_MEDC_Laporan Bulanan Aktivitas Eksplorasi_31966789_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c8cacc8b9f_051e248824.pdf,20251010_MEDC_Laporan Bulanan Aktivitas Eksplorasi_31966789_lamp2.pdf,,,,,,
"10 Okt 2025
					16:47:28",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6220997eb8_7d58b0e07b.pdf,Penyampaian Laporan Tahunan (KOREKSI) [],MEDC,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/297e9216be_dd2a71ec63.pdf,AnnualReport2024-MEDC-att1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ffd4dba7db_d92ac789be.pdf,AnnualReport2024-MEDC-att2.pdf,,,,,,
"13 Okt 2025
					11:36:37",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1da1f9e40d_da5787b579.pdf,"Press Release MedcoEnergi Kurangi Konsumsi Bahan Bakar Gas, Tingkatkan Efisiensi Operasi dan Transisi Energi []",MEDC,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6301b442f7_5073e9584c.pdf,20251013_MEDC_Laporan Informasi dan Fakta Material_31967008_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c59c0d8093_9b1dbedd4a.pdf,20251013_MEDC_Laporan Informasi dan Fakta Material_31967008_lamp2.pdf,,,,,,
"22 Okt 2025
					15:33:49",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ba7de47309_c379c92cd9.pdf,Perjanjian Pinjaman antar Perusahaan antara MEI dengan MLI dan MLI dengan SRB  [],MEDC,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f92e5998da_9eb67ad22c.pdf,20251022_MEDC_Laporan Informasi dan Fakta Material_31978984_lamp1.pdf,,,,,,,,
"29 Okt 2025
					16:20:37",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/543fc0947d_6c6966f3d1.pdf,Jadwal Dividen Tunai Interim [],MEDC,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/75ccf26649_6f1ffdd525.pdf,20251029_MEDC_Jadwal Aksi Korporasi (Khusus Penyampaian Dividen Interim)_31980440_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/af9a489e4f_31c179ae0a.pdf,20251029_MEDC_Jadwal Aksi Korporasi (Khusus Penyampaian Dividen Interim)_31980440_lamp2.pdf,,,,,,
"31 Okt 2025
					21:47:38",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175103-58927-0/FinancialStatement-2025-III-MEDC.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],MEDC,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175103-58927-0/Checklist%20Pengungkapan%20FS%2030%20Sep%2025.pdf,Checklist Pengungkapan FS 30 Sep 25.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175103-58927-0/CL_FS%2030%20September%2025.pdf,CL_FS 30 September 25.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175103-58927-0/FinancialStatement-2025-III-MEDC.xlsx,FinancialStatement-2025-III-MEDC.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175103-58927-0/FS%2030%20September%2025_MedcoEnergi.pdf,FS 30 September 25_MedcoEnergi.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175103-58927-0/inlineXBRL.zip,inlineXBRL.zip
"31 Okt 2025
					21:59:09",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/92e3a88237_6c4eb7ed01.pdf,Jadwal Dividen Tunai Interim (KOREKSI) [],MEDC,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/927b73e1fb_c1cffe0b93.pdf,20251031_MEDC_Jadwal Aksi Korporasi (Khusus Penyampaian Dividen Interim)_31981094_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/dd07e5971e_1b3f22ee6c.pdf,20251031_MEDC_Jadwal Aksi Korporasi (Khusus Penyampaian Dividen Interim)_31981094_lamp2.pdf,,,,,,
"07 Okt 2025
					11:02:20",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3efc46eb24_bcea52d521.pdf,"Siaran Pers - PGN Terus Turunkan Emisi Karbon, Angkanya Capai 24.861 Ton CO2e []",PGAS,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/74d467b34f_e088f346d8.pdf,20251007_PGAS_Laporan Informasi dan Fakta Material_31965105_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/774a8a3e69_0624c408bb.pdf,20251007_PGAS_Laporan Informasi dan Fakta Material_31965105_lamp1.pdf,,,,,,
"07 Okt 2025
					15:49:08",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/153ccf680f_20efa50c68.pdf,Laporan Bulanan Registrasi Pemegang Efek [],PGAS,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2e7de8555f_1a960afadb.pdf,20251007_PGAS_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965407_lamp4.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/856725e206_10ff7f988a.pdf,20251007_PGAS_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965407_lamp2.pdf,,,,,,
"31 Okt 2025
					14:42:50",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220165103-58336-0/FinancialStatement-2025-III-PGAS.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],PGAS,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220165103-58336-0/9M-2025%20Consolidated%20Financial%20Statement.pdf,9M-2025 Consolidated Financial Statement.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220165103-58336-0/FinancialStatement-2025-III-PGAS.xlsx,FinancialStatement-2025-III-PGAS.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220165103-58336-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220165103-58336-0/instance.zip,instance.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220165103-58336-0/K068300%20Penyampaian%20LK%20PGN%20per%2030%20Sep%202025.pdf,K068300 Penyampaian LK PGN per 30 Sep 2025.pdf
"31 Okt 2025
					15:05:13",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1fb742a08f_4cc923ec6c.pdf,Siaran Pers - PGN Perkuat Fundamental Bisnis dan Kelola Dinamika Bisnis di Triwulan III 2025 [],PGAS,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/729438457b_43d04143f9.pdf,20251031_PGAS_Laporan Informasi dan Fakta Material_31981188_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e9779f3211_bb7c4d4677.pdf,20251031_PGAS_Laporan Informasi dan Fakta Material_31981188_lamp2.pdf,,,,,,
"01 Okt 2025
					10:42:31",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b80e246ea9_17df7fc61c.pdf,Pencatatan Saham [],PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d19f46ae90_74bb03fd1f.pdf,20250930_PGEO_Pencatatan Saham Tambahan dari Konversi_31953246_lamp1.pdf,,,,,,,,
"02 Okt 2025
					20:14:51",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f41845dfcb_194965ae11.pdf,Pencatatan Saham [],PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8f1e8ca942_fe3c73fdba.pdf,20251002_PGEO_Pencatatan Saham Tambahan dari Konversi_31953849_lamp1.pdf,,,,,,,,
"02 Okt 2025
					20:27:49",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1394262958_91fd3a1dde.pdf,Pencatatan Saham [],PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5a1b1ba53e_2fc40098fa.pdf,20251001_PGEO_Pencatatan Saham Tambahan dari Konversi_31953566_lamp1.pdf,,,,,,,,
"03 Okt 2025
					17:19:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/46c4ac2b40_8bfec153a0.pdf,Pencatatan Saham [],PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8ace44d7a9_b768be083b.pdf,20251003_PGEO_Pencatatan Saham Tambahan dari Konversi_31954202_lamp1.pdf,,,,,,,,
"06 Okt 2025
					17:06:16",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/31204af214_22c87bcd3b.pdf,Laporan Bulanan Registrasi Pemegang Efek [],PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/026dafe8ab_a0b4c68da1.pdf,20251006_PGEO_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31964841_lamp8.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1084e7b1a9_bb5270709e.pdf,20251006_PGEO_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31964841_lamp3.pdf,,,,,,
"07 Okt 2025
					17:39:27",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b0b3e82c6d_28a7423ba8.pdf,Penyertaan modal ke anak usaha PT Pertamina Geothermal Energy Kotamobagu [],PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/22811b08ae_797b228108.pdf,20251007_PGEO_Laporan Informasi dan Fakta Material_31965524_lamp1.pdf,,,,,,,,
"08 Okt 2025
					18:12:43",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/79b9b19817_bfd3f82005.pdf,Perubahan Komite Audit [],PGEO,,,,,,,,,,
"14 Okt 2025
					21:46:59",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9857520ac0_d7b87fe948.pdf,"Keterbukaan lnformasi Sehubungan dengan Hasil Pelaksanaan Program Management and Employee Stock  Option Program (MESOP) Tahap I (Exercise Keempat), Tahap II (Exercise Ketiga), dan Tahap III (Exercise Pertama) PT Pertamina Geothermal Energy Tbk []",PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/00815d1636_0597cdd95f.pdf,20251014_PGEO_Laporan Informasi dan Fakta Material_31967469_lamp1.pdf,,,,,,,,
"20 Okt 2025
					14:23:56",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/77ae04a2f6_3144eb0fd6.pdf,Rencana Penyelenggaraan Public Expose - Tahunan [],PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f769b136e5_ab18576d61.pdf,20251020_PGEO_Public Expose_31978450_lamp1.pdf,,,,,,,,
"20 Okt 2025
					19:08:58",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7ba53d9eab_2263b34729.pdf,Penyampaian Materi pada Acara Indonesia Day 2025 [],PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/04d07ba94d_046ef6b4d2.pdf,20251020_PGEO_Laporan Informasi dan Fakta Material_31978569_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/85ea33b8ff_1b10b65289.pdf,20251020_PGEO_Laporan Informasi dan Fakta Material_31978569_lamp2.pdf,,,,,,
"26 Okt 2025
					09:59:02",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220170438-58151-0/FinancialStatement-2025-III-PGEO.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220170438-58151-0/FinancialStatement-2025-III-PGEO.xlsx,FinancialStatement-2025-III-PGEO.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220170438-58151-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220170438-58151-0/instance.zip,instance.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220170438-58151-0/OJK%20Checklist%2030%20September%202025.pdf,OJK Checklist 30 September 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220170438-58151-0/Pertamina%20Geothermal%20Energy%2030%20September%202025.pdf,Pertamina Geothermal Energy 30 September 2025.pdf
"29 Okt 2025
					20:54:20",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f8dd25d8de_ea961e0f3b.pdf,Penyampaian Materi Public Expose - Tahunan [],PGEO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4979505cc5_e35409953c.pdf,20251029_PGEO_Public Expose_31980613_lamp1.pdf,,,,,,,,
"07 Okt 2025
					11:48:12",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9593c3f061_8693c80fa6.pdf,Laporan Bulanan Aktivitas Eksplorasi [],PTBA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/41661ad243_4cceb4b67f.pdf,20251007_PTBA_Laporan Bulanan Aktivitas Eksplorasi_31965259_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/63d5952769_3376435abf.pdf,20251007_PTBA_Laporan Bulanan Aktivitas Eksplorasi_31965259_lamp2.pdf,,,,,,
"07 Okt 2025
					14:13:40",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1e7eb32f78_f0ce457b8b.pdf,Laporan Bulanan Registrasi Pemegang Efek [],PTBA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/04b0415979_d429c72ecd.pdf,20251007_PTBA_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965350_lamp4.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0911b553bc_a95140293f.pdf,20251007_PTBA_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965350_lamp3.pdf,,,,,,
"13 Okt 2025
					14:01:12",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0acebb87d0_325ed0dab1.pdf,Perubahan Internal Audit [],PTBA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6cf98a94c4_d4b055e1fa.pdf,20251013_PTBA_Perubahan Corsec Komite Audit Alamat NPWP Internal Audit_31966982_lamp1.pdf,,,,,,,,
"13 Okt 2025
					14:01:31",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b551c5f856_925028c9dc.pdf,Perubahan Corporate Secretary [],PTBA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1f1bd85a79_b2185508a1.pdf,20251013_PTBA_Perubahan Corsec Komite Audit Alamat NPWP Internal Audit_31966977_lamp1.pdf,,,,,,,,
